beer_id,beer_Name,beer_Style,Style_Key,Brewery,Description,ABV,Ave_Rating,Min_IBU,Max_IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty
2028,Hop Syndrome Lager,Lager - American,55,Epic Brewing Company,"Notes:A deliciously hoppy lager, this clean, spicy, yet fruity addition to the Exponential series is sure to quench your summer palate just right!	",5.0,3.54,30,45,29,28,5,71,32,33,5,38,94,12,77
2029,Craft Lager,Lager - American,55,Upslope Brewing Company - Lee Hill,Notes:,4.8,3.67,30,45,28,24,1,22,31,11,6,11,30,1,47
2030,Slingshot American Craft Lager,Lager - American,55,Shmaltz Brewing Company,"Notes:Take aim at Shmaltz’s newest year-round offering, an American Craft Lager thoughtfully created to stand up to the big beer Goliaths of the world. Boasting a bright, citrusy hop aroma, supported by touches of wheat and rye, Slingshot is guaranteed to strike the craft beer bullseye every time.Slingshot pours a bright straw color with a thin white head and light lacing. The aroma features juicy, tropical fruit notes of peach, lemon and red grapefruit with the light spice accent of noble hops. The polished malt bill is mainly 2-row pale malt with portions of Vienna and a touch of wheat and rye to add a delicate balance to the spice and fruit. It is medium in body with a smooth refreshing mouthfeel to make Slingshot a well-balanced, easy drinking American craft lager.",5.5,3.59,30,45,19,37,11,46,36,41,0,49,64,17,92
2031,Orange Blossom Pilsner,Lager - American,55,Orange Blossom Pilsner LLC,"Notes:Orange Blossom Pilsner or OBP for short is a honey beer made with real, local orange blossom honey. It’s not sweet because the sugar in the honey is fermented, leaving OBP tasting crisp and clean.Brewed with real orange blossom honey. There are 2.3 teaspoons of pure Orange Blossom Honey in every can of OBP. But don’t go thinkin’ you’re getting a mouthful of sweetness, sweetness. The fermentation process gives it a crisp, refreshing flavor sans candy-assery. So crack open a cold one. The bees need the work.",5.5,3.04,30,45,31,23,18,17,84,52,1,46,41,3,78
2032,Kenzinger,Lager - American,55,Philadelphia Brewing Company,"Notes:This crisp, light-bodied, golden beer is the very definition of refreshment. The combination of premium German pilsner malts and American Noble hops aims to please your taste buds and satisfy your thirst.Get Some!	",4.5,3.43,30,45,23,26,9,47,17,36,0,29,68,0,71
2033,Sierraveza,Lager - American,55,Sierra Nevada Brewing Co.,"Notes:Inspired by the classic cervezas served ice cold by the beach, we created our own take on those light and easy beers born south of the border. Sierraveza is golden and crisp, with a balanced malt flavor and a hit of floral hops that will have you calling out for another round.YEAST: Lager yeastBITTERING HOPS: SterlingFINISHING HOPS: SterlingMALTS: Pilsner, Wheat, C-60",5.0,3.64,30,45,49,24,6,66,19,29,12,29,97,15,65
2034,Tampa-Style Lager,Lager - American,55,Cigar City Brewing,"Notes:This Tampa-style Lager is inspired by the traditional German-style Helles, which translates to “light colored.” Perfect for the Florida heat, it’s a beer that’s made for drinkin’ when it’s truly hotter than helles outside.	",4.5,3.76,30,45,37,29,7,43,22,16,8,16,75,9,77
2035,Desperados,Lager - American,55,Heineken Nederland B.V.,Notes:Beer with tequila flavor	,5.9,2.34,30,45,4,14,7,0,32,39,1,38,1,1,15
2036,Tesla Lager,Lager - American,55,Sixpoint Brewery,"Notes:The brew is an energetically hopped lager with a notable wheat component. It taps into a current of hop-forward Sixpoint beers, while remaining a distinct Mad Scientists formulation. In the glass, a light amber glow shimmers with a 7.1% ABV and a formidable 49 IBU of bittering power – Sixpoint TESLA is uniquely an “Electrified Wheat Lager.”",7.1,3.89,30,45,32,41,18,81,45,62,0,76,131,7,83
2037,Golden,Lager - American,55,Abita Brewing Co.,"Notes:Golden is a crisp, clean continental lager. Just four ingredients are all it takes: American malt, Mt. Hood hops, German lager yeast and pure Abita Springs water. As the name implies, Abita Golden has a brilliant gold color. Its flavor makes this light lager the perfect match for Louisiana Creole food.11 IBU",4.2,3.2,30,45,27,28,0,32,23,22,0,23,40,5,66
2038,Trigo,Lager - American,55,Founders Brewing Company,"Notes:Trigo is a 6.3 percent ABV “pale wheat lager” brewed with American hops that is a collaboration with Spain-based Mahou San Miguel. The art on the can was created by Founders culinary team member Cody Levon, “an incredible kitsch painter whose work emulates the beautiful methods of the old masters",6.3,3.89,30,45,20,32,8,60,30,52,0,65,78,5,74
2039,Alpine Glacier Lager,Lager - American,55,Tommyknocker Brewery,Notes:,4.5,3.28,30,45,30,31,7,50,39,35,0,33,79,5,52
2040,Remain In Light,Lager - American,55,Cambridge Brewing Company,"Notes:Served in September 2012.American light lagers and Pilsners are easy to drink and refreshing. They are not, however, easy for a craft brewer to make – but we are always up for a challenge. Pilsner malt and flaked rice provide sweet cereal grain notes while German and Czech hops add spiciness and a balanced bitterness to the finish. Cold fermented and aged with a German lager yeast, the palate is clean with a snappy finish.",5.0,3.73,30,45,43,42,9,73,32,36,7,32,130,19,100
2041,Sleeman Original Draught,Lager - American,55,Sleeman Breweries Ltd.,Notes:Original Draught combines Sleeman's premium brewing heritage with the freshness and sociability of traditional draught beer. This unpasteurized lager goes down well in the company of friends.	,5.0,2.83,30,45,15,27,10,20,52,13,0,12,28,2,51
2042,East Coast Lager,Lager - American,55,Cricket Hill Brewing Co.,Notes:,4.0,3.35,30,45,30,43,13,61,30,17,2,22,91,6,84
2043,Keeper,Lager - American,55,Mikkeller ApS,Notes:Mikkeller's take on a hoppy American Pilsner. Brewed and canned by Sly Fox.	,5.0,3.78,30,45,21,36,5,89,40,73,5,83,147,7,75
2044,Blue Moon Belgian Table PilsCoors Brewing Company (Molson-Coors),Lager - American,55,Coors Brewing Company (Molson-Coors),"Notes:When Keith travels to Belgium, he always looks forward to enjoying classic Belgian Table beers. Traditionally, these lower-alcohol beers are brewed to accompany a meal and great company. Blue Moon Brewing Company® created a twist on this style by making our Belgian Table Pils a more flavorful, yet balanced pilsner.Belgian Table Pils is a sessionable Belgian-style pilsner brewed with mandarin orange peel and two row Moravian barley for a balanced, refreshing summertime beer.	",4.2,3.35,30,45,33,35,8,50,39,37,8,45,65,10,92
2045,Hoppy Lager,Lager - American,55,Sierra Nevada Brewing Co.,Notes:,7.0,3.85,30,45,35,38,8,74,40,51,1,69,103,7,50
2046,Orange Vanilla Fathom,Lager - American,55,Ballast Point Brewing Company,"Notes:A sweeter take on an award-winning IPLOur Orange Vanilla Fathom India-Style Pale Lager continues our quest for exploration. The piney and citrus hop aromas of our India-Style Pale Lager combine with sweet orange and creamy vanilla - while staying true to classic lagering techniques. Brewed with a touch of nostalgia, it may remind you of a childhood treat, but this one is just for adults.	",7.0,3.72,30,45,15,45,16,63,39,106,1,119,79,61,30
2047,Sit Down Son,Lager - American,55,Carton Brewing Company,Notes:Collaboration with Smuttynose Brewing Co.	,4.0,3.84,30,45,34,27,8,39,24,42,7,56,56,11,50
2048,Buenaveza Salt & Lime Lager,Lager - American,55,Stone Brewing,"Notes:Baja Inspired, San Diego Brewed - In 1996, Stone Brewing was founded in San Diego County, just minutes from the border. Since then, influence from our southern neighbors has enriched and inspired us on our undying mission to brew bold, flavorful beers. One such inspiration is Stone Xocoveza, our imperial stout originally released in 2014 to bring the rich, complex flavors of Mexican hot chocolate to beer. It’s with mucho gusto that we now follow with our take on a classic lager that is similarly inspired (and tasty) -",4.7,3.71,30,45,15,22,6,12,5,58,36,58,14,2,42
2049,Northwoods Lager,Lager - American,55,Jacob Leinenkugel Brewing Company,Notes:,4.9,3.26,30,45,15,25,7,29,58,18,3,15,52,3,95
2050,Dortmunder Gold,Lager - European / Dortmunder Export,56,Great Lakes Brewing Co.,"Notes:Yes, it's known for winning medals worldwide. But locally, it's known as ""Dort,"" our flagship lager that humbly maintains its smooth, balanced (and charmingly unpretentious) ways.A smooth, award-winning (and deceptively unassuming) balance of sweet malt and dry hop flavors.World Beer Championships16-Time Medal Winner Since 1994 (World Champion, Gold, Silver)Great American Beer Festival Awards1990 Gold Medal Winner",5.8,4.08,23,29,23,48,6,52,84,32,9,36,71,6,158
2051,Jinx Proof,Lager - European / Dortmunder Export,56,3 Floyds Brewing Co.,"Notes:This refreshing continental-style pils has a light body combined with a pronounced noble hop aroma and a crisp dry finish. This is the perfect beer for easy, flavorful drinking. Brewed in collaboration with our friends at Jinx Proof tattoo in Washington, D.C.35 IBU",5.1,3.65,23,29,46,41,3,57,21,16,7,16,90,9,72
2052,Ayinger Jahrhundert Bier,Lager - European / Dortmunder Export,56,Ayinger Privatbrauerei,"Notes:This beer was first brewed in 1978 to celebrate the 100th anniversary of our brewery. It has a golden-yellow color with a slightly flowery yeast, honey-ish aroma, tastes a little spicy and is full-bodied in initial taste, mild before swallowing and soft with a refined sparkle and fades with a well-balanced hint of bitterness. It is an especially drinkable and harmonious beer. Conrad Seidl, known as the Austrian “Pope of Beers”, on the Jahrhundert Bier: “It is a malty beer that pronounces the precious earthy quality of malted barley.”",5.5,3.97,23,29,34,47,3,40,41,17,2,17,77,21,103
2053,DAB Original,Lager - European / Dortmunder Export,56,Dortmunder Actien Brauerei / DAB,Notes:,5.0,3.26,23,29,27,24,10,35,18,4,2,2,52,8,62
2054,Edelstoff,Lager - European / Dortmunder Export,56,Augustiner-Bräu,"Notes:A bright export beer, sparkling and fresh at the same time, brewed with noblest raw materials. This high-class product of the Old Bavarian brewing art. A great treat for every beer expert.	",5.7,3.94,23,29,39,36,5,34,39,19,6,23,70,13,88
2055,Baltika #7 Export,Lager - European / Dortmunder Export,56,Baltika Breweries,Notes:,5.4,3.09,23,29,19,20,3,18,24,7,1,10,28,2,49
2056,Dog Days Dortmunder Style Lager,Lager - European / Dortmunder Export,56,Two Brothers Brewing Company,Notes:,5.1,3.56,23,29,32,25,9,44,42,23,3,28,69,4,93
2057,33 ExportVBL Tien Giang Limited (Fosters),Lager - European / Dortmunder Export,56,VBL Tien Giang Limited (Fosters),Notes:,4.5,2.81,23,29,10,16,5,14,28,7,2,8,18,3,43
2058,Shiner Dortmunder (Spring Ale),Lager - European / Dortmunder Export,56,Spoetzl Brewery,Notes:,5.5,3.44,23,29,35,26,6,47,44,19,0,25,83,6,79
2059,Svyturys Ekstra,Lager - European / Dortmunder Export,56,UAB Švyturys - Utenos alus,Notes:,5.2,3.0,23,29,18,31,7,25,30,8,1,9,46,2,55
2060,Mountain Lager,Lager - European / Dortmunder Export,56,Appalachian Brewing Company,Notes:,4.5,3.35,23,29,14,32,7,23,31,9,1,10,36,3,67
2061,Dominion Lager,Lager - European / Dortmunder Export,56,Fordham & Dominion Brewing Company,"Notes:Brewed using four types of malted barley, this Dortmunder lager becomes a smooth, flavorful and complex beer that is a delight to drink.	",5.3,3.61,23,29,22,36,7,38,35,17,4,21,64,3,83
2062,Labrador Lager,Lager - European / Dortmunder Export,56,Thirsty Dog Brewing Company,Notes:A traditional German lager brewed with all German grain and yeast.	,6.0,3.74,23,29,27,42,11,38,64,20,6,24,73,6,107
2063,Imperial Dortmunder,Lager - European / Dortmunder Export,56,Great Lakes Brewing Co.,Notes:,7.5,3.89,23,29,25,50,19,36,66,31,2,38,53,3,83
2064,Yebisu (Premium),Lager - European / Dortmunder Export,56,Sapporo Breweries Ltd.,Notes:,5.0,3.41,23,29,33,26,9,33,18,26,0,20,42,8,73
2065,Shiner Fröst,Lager - European / Dortmunder Export,56,Spoetzl Brewery,"Notes:When the weather outside matches the weather in your fridge, you know it's time to enjoy a nice Shiner Frost. This deliciously distinctive seasonal brings a hint of malty sweetness that quickly fades to show a crisp, hoppy character. It's chock-full of frosty goodness to pair perfectly with frosty days.	",5.0,3.6,23,29,33,43,11,53,34,13,4,14,96,14,109
2066,DAB Export,Lager - European / Dortmunder Export,56,Dortmunder Actien Brauerei / DAB,Notes:,5.0,3.39,23,29,28,25,8,34,28,15,1,6,50,9,73
2067,Flensburger Gold,Lager - European / Dortmunder Export,56,Flensburger Brauerei,Notes:,4.8,3.55,23,29,35,41,9,43,53,24,5,27,90,7,121
2068,Golden Export,Lager - European / Dortmunder Export,56,Gordon Biersch Brewery Restaurant,Notes:17 IBU,5.0,3.31,23,29,23,31,2,40,20,9,3,8,53,2,79
2069,Commerzienrat Riegele Privat,Lager - European / Dortmunder Export,56,Brauhaus Riegele,"Notes:From Germany’s most awarded brewery comes Riegele’s most awarded beer, Privat. Winner of the “Beer of the Decade,” “Beer of the Year,” World Beer Cup,"" 9-time DLG Gold and the 6-Time European Gold Star, Privat sets the benchmark for craft festival lagers. Crisp, elegant, and complex in character, Privat is perfectly balanced with a clean and remarkably smooth finish thanks to the Riegele husk separation process.",5.2,3.9,23,29,50,44,8,43,35,11,5,11,89,15,107
2070,Dortmunder Local Export Lager,Lager - European / Dortmunder Export,56,Minneapolis Town Hall Brewery,"Notes:Light and refreshing German style golden lager brewed with classic German malt, Czech Saaz and American Sterling hops.	",5.4,3.77,23,29,34,43,3,54,29,14,2,10,76,5,85
2071,Lomza Export,Lager - European / Dortmunder Export,56,Browar Łomża Sp. z o.o.,Notes:,5.7,3.31,23,29,25,33,8,36,33,9,3,10,75,6,92
2072,Howlin' Chinaski,Lager - European / Dortmunder Export,56,Short's Brewing Company,Notes:,6.5,3.53,23,29,26,20,8,28,16,17,5,21,51,9,63
2073,California Dry Hop Lager,Lager - European / Dortmunder Export,56,Sudwerk Brewing Company,Notes:,5.0,3.67,23,29,19,14,6,41,21,32,4,35,63,1,41
2074,Reutberger Export Hell,Lager - European / Dortmunder Export,56,Klosterbrauerei Reutberg,Notes:,5.1,3.6,23,29,20,51,9,50,45,21,1,24,73,6,102
2075,Premium Edel (Spezialbier Edel),Lager - European / Dortmunder Export,56,Aktienbrauerei Kaufbeuren AG,Notes:,5.8,3.69,23,29,24,35,6,32,51,17,2,20,46,7,78
2076,God Lager,Lager - European / Dortmunder Export,56,Nils Oscar,"Notes:God Lager - Good Lager in Swedish. Brewed using the company's own Vienna Malt and four German hop varieties, to of them being Hersbrucker and Tettnanger. 12.9° Plato.",5.3,3.49,23,29,22,32,7,53,39,23,3,16,66,11,59
2077,DortWunder Lager,Lager - European / Dortmunder Export,56,Adams Street Brewery,"Notes:Starting with a base of U.S. 2-row pilsner malt, we add just enough lightly-kilned Vienna and Munich malts to add a slight caramel character. Hops are New World versions of European classics, smooth and clean, but with some real personality as well.",5.5,3.35,23,29,15,15,7,15,12,10,2,9,21,1,31
2078,Alpen Stoff,Lager - European / Dortmunder Export,56,Bürgerbräu Bad Reichenhall,Notes:,5.3,3.51,23,29,14,31,3,28,23,14,0,15,47,1,55
2079,Mariestads Export,Lager - European / Dortmunder Export,56,Spendrups Bryggeri AB,Notes:,5.3,2.95,23,29,6,15,6,26,12,10,0,6,33,3,25
2080,Oettinger Export,Lager - European / Dortmunder Export,56,Oettinger Brauerei GmbH,Notes:,5.4,3.0,23,29,31,40,10,49,35,8,0,10,59,3,66
2081,Loose Caboose Lager,Lager - European / Dortmunder Export,56,Depot Street Brewing,Notes:A Dortmunder style German Lager with a malty taste and balanced hop content. Appreciated by beer connoisseurs and lovers of domestic styles alike.	,5.8,3.62,23,29,15,15,1,26,19,15,0,14,31,11,27
2082,Tegernsee Spezial,Lager - European / Dortmunder Export,56,Herzoglich Bayerisches Brauhaus Tegernsee,Notes:,5.6,3.62,23,29,23,41,10,38,38,13,0,12,53,5,59
2083,Klara,Lager - European / Dortmunder Export,56,Idle Hands Craft Ales,Notes:,5.5,4.05,23,29,33,42,10,46,33,24,13,19,73,12,79
2084,Mönchshof Landbier,Lager - European / Dortmunder Export,56,Kulmbacher Brauerei AG,Notes:,5.4,3.38,23,29,13,32,3,25,20,7,1,3,43,6,42
2085,Lunatic Lager,Lager - European / Dortmunder Export,56,Moonlight Brewing Company,Notes:,5.0,4.12,23,29,33,37,11,61,41,52,5,52,79,9,79
2086,Svyturys Ekstra Draught,Lager - European / Dortmunder Export,56,UAB Švyturys - Utenos alus,Notes:,5.3,3.2,23,29,14,35,1,25,29,24,0,17,39,10,56
2087,Norrlands Guld Export,Lager - European / Dortmunder Export,56,Spendrups Bryggeri AB,Notes:,5.3,2.6,23,29,5,21,8,22,16,10,0,6,25,0,23
2088,Hansa Imported Dortmunder,Lager - European / Dortmunder Export,56,Hansa Brauerei / Namibia Breweries,Notes:,4.8,3.16,23,29,26,31,3,28,21,4,3,6,32,5,46
2089,Lager,Lager - European / Dortmunder Export,56,Howe Sound Inn & Brewing Company,"Notes:Our lager is a version of the Dortmunder style. It is a pale golden lager, that is balanced between sweet malt and dry hop flavours. The lager has a clean, dry finish with some mild fruitiness delivered by the US version of German Hallertau hops and traditional Polish Lublin.18 IBU",5.5,3.82,23,29,23,25,0,36,29,21,2,15,62,0,72
2090,Region X,Lager - European / Dortmunder Export,56,3 Floyds Brewing Co.,Notes:A smooth and crisp German-style lager. Lightly hopped with traditional noble hops and brewed slightly stronger than other light-colored lagers to help us get through the cool spring nights around The Region.	,6.0,3.95,23,29,14,21,4,25,16,14,0,15,44,5,34
2091,Long Point Lager,Lager - European / Dortmunder Export,56,Bridge Brew Works LLC,Notes:,4.61,3.5,23,29,5,9,0,7,3,1,1,1,11,0,13
2092,Hansa Export,Lager - European / Dortmunder Export,56,Dortmunder Actien Brauerei / DAB,Notes:,5.0,3.22,23,29,26,40,10,46,20,5,1,4,66,4,52
2093,Brewers’ Cut Helles,Lager - European / Dortmunder Export,56,Real Ale Brewing Company,Notes:,4.5,3.67,23,29,5,6,0,9,9,2,0,1,14,0,13
2094,Session Golden Lager,Lager - European / Dortmunder Export,56,Full Sail Brewing Company,"Notes:Formerly Session ExportSession Golden Lager is rich and full-bodied, with an elegant, malty finish. And like its name, it’s already started hauling in the gold medals. So put a little bling in your glass. This 2014 World Beer Championships gold medal winner is brewed in the Dortmunder lager style, Golden pours a deep golden color and imported hop varieties impart noble hop aromas with subtle herbal and hop spice notes. Hop bitterness and malt sweetness are balanced with a firm, smooth, mineral/malt character & clean finish. 28 IBUs",5.8,3.57,23,29,10,27,6,30,20,4,1,5,44,5,27
2095,Allgäuer Hüttenbier,Lager - European / Dortmunder Export,56,Der HirschBrau/Privatbrauerei Höss,Notes:,5.2,3.46,23,29,8,23,2,19,17,8,0,9,30,2,54
2096,Barnburner Lager,Lager - European / Dortmunder Export,56,Lager Heads Smokehouse & Brewing Co.,Notes:,6.0,3.39,23,29,15,29,2,20,35,12,0,14,25,7,53
2097,Astra Rotlicht,Lager - European / Dortmunder Export,56,Holsten-Brauerei,Notes:,6.0,3.04,23,29,12,17,13,21,22,4,0,5,33,3,29
2098,Aktien Original 1857,Lager - European / Dortmunder Export,56,Bayreuther Bierbrauerei,Notes:,5.3,3.61,23,29,19,16,2,15,14,13,0,11,25,8,37
2099,Jägerbier Export Hell,Lager - European / Dortmunder Export,56,Hofbrauhaus Freising,"Notes:Formerly Jägerbier Natürtrub Export HellBrewed in the traditional export style, this speciality has an impressively powerful wort and an intensely malty aroma. A beer with character.	",5.6,3.85,23,29,27,22,3,34,25,5,3,8,62,7,46
2100,1554,Lager - European Dark,20,New Belgium Brewing Company,"Notes:A surprisingly bright taste and a dry, chocolaty finish -- one evocotive of dark brews enjoyed in Belgian taverns 500 years ago. Not a porter, not a stout -- it's 1554.",6.0,3.84,15,40,11,55,7,27,54,7,0,4,14,15,85
2101,Guinness Black Lager,Lager - European Dark,20,Guinness Ltd.,Notes:,4.5,3.14,15,40,6,20,4,14,14,3,0,5,7,0,30
2102,Creamy Dark,Lager - European Dark,20,Jacob Leinenkugel Brewing Company,"Notes:Dark lager with rich, nutty, cocoa flavorOur most award-winning beer, Leinenkugel’s® Creamy Dark is brewed with a special blend of four malts for a rich, nutty cocoa flavor and crisp finish. That makes it one deliciously dark, surprisingly smooth brew. Hey, the name says it all.In 2005 and 2006, Creamy Dark won a Gold medal at the Great American Beer Festival® in the American-style Dark Lager category. In 2002, 2008 and 2013 it won the Silver in the American-style Dark Lager category, and in 2004 received the Bronze in the American-style Dark Lager category.IBU: 20",4.9,3.37,15,40,11,68,5,40,31,12,0,7,41,14,103
2103,Blackened Voodoo,Lager - European Dark,20,Dixie Beer,"Notes:Rich, malty and smooth like the great German dunkels that inspired it. Dixie Blackened Voodoo Lager balances premium roasted barley malts with Mt. Hood and Cascade hops. The result is a dark, mysterious brew known for its bewitching character and magical spirit!	",5.5,3.4,15,40,11,60,12,36,85,18,0,18,47,7,133
2104,Heineken Dark Lager,Lager - European Dark,20,Heineken Nederland B.V.,Notes:,5.0,3.25,15,40,14,39,6,25,39,7,0,8,17,1,83
2105,Baltika #4 Original (Dark),Lager - European Dark,20,Baltika Breweries,Notes:,5.6,3.41,15,40,5,34,10,35,79,23,1,41,33,2,80
2106,St. Pauli Girl Special Dark,Lager - European Dark,20,St. Pauli Brauerei C.L. Wilh. Brandt Gmbh & Co.,Notes:,4.8,3.05,15,40,20,38,8,28,41,7,0,2,31,4,96
2107,Fischer Tradition Amber,Lager - European Dark,20,Brasserie Fischer / Fischer Biere d' Alsace,Notes:,6.0,2.94,15,40,13,40,2,31,54,22,1,15,43,1,64
2108,Death & Taxes,Lager - European Dark,20,Moonlight Brewing Company,"Notes:A very dark yet surprisingly light-bodied Lager beer, crisp and refreshing with no heaviness.	",5.0,4.18,15,40,35,85,6,75,40,5,1,11,42,12,118
2109,San Miguel Dark Lager,Lager - European Dark,20,San Miguel Brewery Inc.,Notes:,5.0,3.47,15,40,11,63,15,49,71,16,0,16,37,8,107
2110,Budweiser Budvar Czech Dark Lager,Lager - European Dark,20,"Budějovický Budvar, n.p.",Notes:Exported to US as Czechvar	,4.7,3.71,15,40,21,83,5,71,70,17,0,19,68,11,132
2111,Dark Lager,Lager - European Dark,20,Waterloo Brewing,"Notes:Looks dark, tastes light. It's Ontario's favourite dark lager. A dark beer that is slowly brewed with Canadian grown malted barley, specialty coloured malts, imported hops and pure cultured brewers yeast.Dark lagers are enjoyed all year long, and they're not as filling as ales. Waterloo Dark will cut some of the heaviness in sauce-based meat dishes. Waterloo Dark is an equally perfect beer to go with appetizers suitable for watching sports games, or used as an actual ingredient when preparing a meal.Experience what this great dark ""light tasting"" lager has to offer and why it has won multiple awards at the World Cup of Beer, Canadian Brewing Awards, Ontario Brewing Awards and the Monde Selection International Institute For Quality Selections.	",5.0,3.12,15,40,21,52,4,28,49,11,0,1,41,6,109
2112,Efes Dark,Lager - European Dark,20,Anadolu Efes Brewery,Notes:,6.5,3.13,15,40,18,43,5,27,54,8,0,14,26,2,78
2113,Beerlao Dark,Lager - European Dark,20,Lao Brewery Co.,Notes:Beerlao Dark is an award winning beer brewed with the finest ingredients and roasted malt. A full-bodied tasted experience with a golden brown color.	,6.5,3.33,15,40,5,33,5,14,33,3,1,5,14,2,66
2114,Black Licorice Lager,Lager - European Dark,20,Short's Brewing Company,"Notes:""A high gravity American dark lager aged on anise seed, Madagascar bourbon vanilla beans and fresh chocolate mint leaves.""	",8.0,3.91,15,40,21,99,34,25,60,28,0,10,67,63,102
2115,LTD Series - 06,Lager - European Dark,20,Full Sail Brewing Company,"Notes:A new holiday beer for our Limited Edition Lager series. LTD 06 is a black bock that is lush and full bodied with hints of roast, coffee, and chocolate in the aroma followed by flavors of caramel and figs with a long creamy smooth finish. LTD 06 is brewed as a Czech style Cerné Speciální with 2 row Pale, Munich, Caramel, and Chocolate Malts and hopped with Santiam and Perle hops.",7.0,3.85,15,40,16,134,17,83,102,18,1,30,37,2,171
2116,Bernard Cerne (Dark),Lager - European Dark,20,Bernard Family Brewery,Notes:,5.1,3.78,15,40,22,81,12,82,65,13,0,26,72,21,153
2117,El Steinber Dark Lager,Lager - European Dark,20,Anderson Valley Brewing Company,"Notes:Midnight Wheat malt gives this complex lager its dark brown color while additions of roasted Indio-Hispano® blue corn create both a lighter body and unique, toasty flavor. German Pilsner malt and Saaz hops round out this dark lager producing a crisp, clean finish and smooth drinkability that is perfect for any occasion.	",5.0,3.52,15,40,29,78,11,54,86,18,0,21,69,12,126
2118,Alhambra Negra,Lager - European Dark,20,"Grupo Cervezas Alhambra, SL",Notes:,5.4,3.29,15,40,33,59,8,60,70,11,0,14,42,8,104
2119,Kelso Nut Brown Lager,Lager - European Dark,20,Greenpoint Beerworks / Kelso of Brooklyn,"Notes:This was our original recipe back in 2006. We wanted to create a nice dark lager, nutty from roasted malts (no nuts!) that is clean and easy drinking. To this day, it's one of our favorites. A mix of German Munich malts and good ol' American Williamette hops. Simply good. That's KelSo beer.",5.75,3.73,15,40,22,54,5,34,61,17,0,9,33,11,133
2120,Praga Dark Lager,Lager - European Dark,20,První Budějovický Pivovar Samson,Notes:Praga Dark are brewed under the supervision of the Brevnov Monastery Brewmasters. The beer is brewed in mid-sized local Czech breweries with the use of the original receipt and best quality Czech ingredients. There is always guarantee of the consistent best quality of our beers.	,4.5,3.61,15,40,7,39,4,42,82,10,1,18,32,5,110
2121,Pils Noir,Lager - European Dark,20,Susquehanna Brewing Company,"Notes:We are pleased to share our innovative black Pilsner, Pils-Noir. Made from Pearl (Winter) barley, malted for us by Munton’s, CaraMalt and Crystal malts, prepared using our unique, husk-free milling process. We then naturally darken the beer using the classic Czech technique of decoction mashing. Hopped with Oregon Willamette, Mt. Hood and Washington hops, and finished with noble Czech Saaz for a fine aroma.	",4.9,3.51,15,40,17,37,5,49,27,9,0,7,49,8,60
2122,Dark Horse Lager,Lager - European Dark,20,Elevator Brewery & Draught Haus,Notes:,5.3,3.68,15,40,14,66,7,37,61,10,1,9,28,2,98
2123,Midnight Lager,Lager - European Dark,20,Stella Artois,"Notes:Introducing our limited edition Midnight Lager. When winter hits, we often reach for something a little special, a little richer, even a little darker. But we don’t always crave the same flavors and textures of the usual dark beers. That’s why we created Stella Artois Midnight Lager. This limited release dark lager has a light to medium body, balanced drinkability, 5.4 % ABV and surprisingly crisp, dry finish that helps make the season feel original again.18 IBU",5.4,3.71,15,40,31,64,7,60,59,17,0,11,55,17,112
2124,Žatec Dark Lager,Lager - European Dark,20,Žatecký Pivovar,Notes:,5.7,3.79,15,40,18,73,10,64,68,9,0,15,49,4,115
2125,Staropramen Černý,Lager - European Dark,20,Pivovary Staropramen,Notes:,4.4,3.68,15,40,12,55,8,45,65,16,0,16,44,5,82
2126,Faxe Amber,Lager - European Dark,20,Royal Unibrew A/S,Notes:,4.6,2.86,15,40,12,42,14,23,58,17,0,15,31,2,92
2127,Super Bock Stout,Lager - European Dark,20,Unicer União Cervejeira S.A.,Notes:,5.0,3.16,15,40,8,51,6,42,58,10,0,12,24,5,79
2128,Black Lager (Černé Pivo),Lager - European Dark,20,Notch Brewing,Notes:,4.0,4.0,15,40,27,92,4,59,59,11,2,14,37,10,115
2129,DAB Dark Beer,Lager - European Dark,20,Dortmunder Actien Brauerei / DAB,Notes:,5.0,3.39,15,40,19,55,8,49,48,6,1,9,46,4,102
2130,Sagres Cerveja Preta (Dark),Lager - European Dark,20,Sociedade Central de Cervejas,Notes:,4.1,3.16,15,40,20,56,5,51,80,12,1,17,26,6,112
2131,Sapporo Premium Black Beer,Lager - European Dark,20,Sapporo Breweries Ltd.,Notes:,5.0,3.64,15,40,14,56,7,54,51,16,0,12,51,6,95
2132,Nomad,Lager - European Dark,20,Tree House Brewing Company,"Notes:Nomad is a czech-style dark lager, or tmavé pivo, constructed with deliberate attention to detail, tradition, and patience.It is brewed with authentic floor malted bohemian pilsner malt, german dark malts, and carefully selected noble hops. A laborious mashing and conditioning process yields a complex texture and malt profile.Nomad pours a nearly pitch black in the glass. Through extended, natural conditioning, not a hint of haze remains. An aggressive pour yields a thick and billowing head that clings to the side of the glass as you work your way through the pour. It is the most appealing looking beer we have made in recent memory. We taste mild chocolate, brown bread, hay, and earthy noble hops. It goes down remarkably easy while leaving a pleasant and lingering impression on your palate. The mark of a great beer is the ease in which it drinks in conjunction with potent, appealing, and incisive flavors. To that end, we are extraordinarily proud to offer Nomad to you for your enjoyment. I’m not sure if there is another beer we will collectively drink more of this autumn at Tree House.	",4.8,4.06,15,40,16,67,6,54,56,6,0,14,64,21,101
